ID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
106,5.1145E+13,Powhatan County Public Library,2270 Mann Road,Powhatan,VA,23139,804-598-5670,https://powhatanlibrary.net/,-77.92895257,37.54668438,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51145,Powhatan County
107,5.1085E+13,Atlee Branch Library,9212 Rutlandshire Drive,Mechanicsville,VA,23116,804-559-0654,https://www.pamunkeylibrary.org/client/en_US/default/?rm=ATLEE0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue&dt=list,-77.39640704,37.65388991,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51085,Hanover County
108,5.1127E+13,New Kent Library,7791 Invicta Lane,New Kent,VA,23124,804-966-2480,https://heritagepubliclibrary.org/locations/,-76.98658733,37.51446878,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51127,New Kent County
109,5.1101E+13,West Point Branch Library,721 Main Street,West Point,VA,23181,804-843-3244,https://www.pamunkeylibrary.org/client/en_US/default/?rm=WP0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue&dt=list,-76.79689361,37.53204904,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51101,King William County
110,5.183E+13,Williamsburg Library,515 Scotland Street,Williamsburg,VA,23185,757-741-3300,https://www.wrl.org/about-us/buildings-and-mobile-service/,-76.70831495,37.27389241,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51830,Williamsburg City
111,5.1097E+13,King and Queen Branch Library,396 Newtown Road,St. Stephen's Church,VA,23148,804-769-1623,https://www.pamunkeylibrary.org/client/en_US/default/?rm=KQ0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue&dt=list,-77.05403517,37.80775944,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51097,King and Queen County
112,5.1087E+13,Sandston Branch Library,23 East Williamsburg Road,Sandston,VA,23150,(804) 501-1990,https://henricolibrary.org/sandston,-77.31237498,37.52252321,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51087,Henrico County
113,5.1085E+13,Lois Wickham Jones/Montpelier Branch Library,17205 Sycamore Tavern Lane,Montpelier,VA,23192, 804-883-7116,https://www.pamunkeylibrary.org/client/en_US/default/?rm=MONTPELIER0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue&dt=list,-77.68821776,37.82304019,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51085,Hanover County
114,5.1109E+13,Louisa County Library,881 Davis Highway,Louisa,VA,23117,540-894-5853,https://jmrl.org/louisa,-77.92235834,38.02015925,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51109,Louisa County
115,5.176E+13,Richmond Main Library,101 East Franklin Street,Richmond,VA,23219,804-646-4867,https://rvalibrary.org/about/locations/main-library/,-77.44234369,37.54301179,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51760,Richmond City
116,5.1095E+13,James City County Library,7770 Croaker Road,Williamsburg,VA,23188,757-741-3300,https://www.wrl.org/about-us/buildings-and-mobile-service/,-76.77054689,37.37753428,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51095,James City County
117,5.176E+13,Belmont Branch Library,3100 Ellwood Avenue,Richmond,VA,23221,804-646-1139,https://rvalibrary.org/about/locations/belmont/,-77.47960312,37.55426356,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51760,Richmond City
118,5.176E+13,Broad Rock Branch Library,4820 Old Warwick Road,Richmond,VA,23224,804-646-8488,https://rvalibrary.org/about/locations/broad-rock/,-77.47927726,37.48298268,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51760,Richmond City
119,5.176E+13,East End Branch Library,1200 North 25th Street,Richmond,VA,23223,(804) 646-4474,https://rvalibrary.org/about/locations/east-end/,-77.41131356,37.53971013,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51760,Richmond City
120,5.176E+13,North Avenue Branch Library,2901 North Avenue,Richmond,VA,23222,804-646-6675,https://rvalibrary.org/about/locations/north-avenue/,-77.43268571,37.5701735,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51760,Richmond City
121,5.176E+13,Westover Hills Branch Library,1408 Westover Hills Boulevard,Richmond,VA,23225,804-646-8833,https://rvalibrary.org/about/locations/westover-hills/,-77.4884554,37.52191142,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51760,Richmond City
122,5.176E+13,Hull Street Branch Library,1400 Hull Street,Richmond,VA,23224,(804) 646-8699,https://rvalibrary.org/about/locations/hull-street/,-77.44572244,37.51965676,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51760,Richmond City
123,5.176E+13,West End Branch Library,5420 Patterson Avenue,Richmond,VA,23226,804-646-1877,https://rvalibrary.org/about/locations/west-end/,-77.51139385,37.57772797,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51760,Richmond City
124,5.176E+13,Ginter Park Branch Library,1200 Westbrook Avenue,Richmond,VA,23227,804-646-1236,https://rvalibrary.org/about/locations/ginter-park/,-77.45410374,37.59699665,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51760,Richmond City
125,5.1087E+13,Tuckahoe Area Library,1901 Starling Drive,Henrico,VA,23229,(804) 501-1910,https://henricolibrary.org/tuckahoe,-77.56692599,37.61025305,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51087,Henrico County
126,5.1087E+13,Varina Area Library,1875 New Market Road,Henrico,VA,23231,(804) 501-1980,https://henricolibrary.org/varina,-77.38036783,37.45911925,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51087,Henrico County
127,5.1087E+13,"Administrative, Outreach, and Mobile Library Services",1700 North Parham Road,Henrico,VA,23229, (804) 501-1633,https://henricolibrary.org/mobile-library-service,-77.5651762,37.60791182,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51087,Henrico County
128,5.1087E+13,"Joseph P. Rapisarda, Jr. Law Collection",1901 Starling Drive,Henrico,VA,23229,804-501-4780,https://henricolibrary.org/municipal-government-and-law-collection,-77.56692599,37.61025305,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51087,Henrico County
129,5.1087E+13,North Park Branch Library,8508 Franconia Road,Henrico,VA,23227,(804) 501-1970,https://henricolibrary.org/north-park,-77.4413992,37.64086913,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51087,Henrico County
130,5.1041E+13,Meadowdale Library,4301 Meadowdale Boulevard,North Chesterfield,VA,23234,804-751-2275,https://library.chesterfield.gov/158/Meadowdale-Library,-77.47470316,37.43764499,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51041,Chesterfield County
131,5.1087E+13,Libbie Mill Library,2100 Libbie Lake East Street,Henrico,VA,23230,(804) 501‑1940,https://henricolibrary.org/libbie-mill,-77.49655628,37.5902494,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51087,Henrico County
132,5.1093E+13,Carrollton Branch Library,14362 New Towne Haven Lane,Carrollton,VA,23314,757-238-2641,https://www.blackwaterlib.org/carrollton/,-76.55698699,36.9406146,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51093,Isle of Wight County
133,5.1087E+13,Gayton Branch Library,10600 Gayton Road,Henrico,VA,23238,(804) 501-1960,https://henricolibrary.org/gayton,-77.60743768,37.60803171,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51087,Henrico County
134,5.155E+13,Greenbrier Library,1214 Volvo Parkway,Chesapeake,VA,23320,757-382-1966,https://chesapeakelibrary.org/Facilities/Facility/Details/Greenbrier-Library-3,-76.21816593,36.76906825,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51550,Chesapeake City
135,5.1041E+13,Bon Air Library,9103 Rattlesnake Road,North Chesterfield,VA,23235,804-751-2275,https://library.chesterfield.gov/151/Bon-Air-Library,-77.56569817,37.53131541,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51041,Chesterfield County
136,5.1131E+13,Cape Charles Memorial Library,201 Mason Avenue,Cape Charles,VA,23310,757-331-1300,https://espl.org/cape-charles-memorial-library/,-76.0196768,37.26726486,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51131,Northampton County
137,5.1041E+13,LaPrade Library,9000 Hull Street Road,North Chesterfield,VA,23236,804-751-2275,https://library.chesterfield.gov/157/LaPrade-Library,-77.56015055,37.45335662,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51041,Chesterfield County
138,5.1087E+13,Fairfield Area Library,1401 North Laburnum Avenue,Henrico,VA,23223,804-501-1930,https://henricolibrary.org/fairfield,-77.37664247,37.56514054,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51087,Henrico County
139,5.1041E+13,North Courthouse Road Library,325 Courthouse Road,North Chesterfield,VA,23236,804-751-2275,https://library.chesterfield.gov/160/North-Courthouse-Road-Library,-77.59733438,37.48509931,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51041,Chesterfield County
140,5.155E+13,Chesapeake Central Library,298 Cedar Road,Chesapeake,VA,23322,757-410-7102,https://chesapeakelibrary.org/Facilities/Facility/Details/Central-Library-1,-76.24713805,36.71434855,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51550,Chesapeake City
141,5.155E+13,Russell Memorial Library,2808 Taylor Road,Chesapeake,VA,23321,757-410-7020,https://chesapeakelibrary.org/Facilities/Facility/Details/Russell-Memorial-Library-6,-76.41757162,36.83411215,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51550,Chesapeake City
142,5.155E+13,Dr. Clarence V. Cuffee Outreach & Innovation Library,2726 Border Road,Chesapeake,VA,23324,757-382-1895,https://chesapeakelibrary.org/Facilities/Facility/Details/Dr-Clarence-V-Cuffee-Outreach-Innovation-2,-76.2514244,36.8155898,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51550,Chesapeake City
143,5.155E+13,Indian River Library,2320 Old Greenbrier Road,Chesapeake,VA,23325,757-382-1900,https://chesapeakelibrary.org/Facilities/Facility/Details/Indian-River-Library-4,-76.23538783,36.80323412,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51550,Chesapeake City
144,5.1001E+13,Chincoteague Island Library,4077 Main Street,Chincoteague Island,VA,23336,(757) 336-3460,https://espl.org/chincoteague-island-library/,-75.37697944,37.93429308,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51001,Accomack County
145,5.1131E+13,Northampton Free Library,7745 Seaside Road,Nassawadox,VA,23413,(757) 414-0010,https://espl.org/northampton-free-library/,-75.85571018,37.47279365,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51131,Northampton County
146,5.1093E+13,Isle of Wight County Library,255 James Street,Smithfield,VA,23430,757-357-2264,https://www.blackwaterlib.org/smithfield/,-76.63833521,36.98313972,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51093,Isle of Wight County
147,5.181E+13,Oceanfront Area Library,700 Virginia Beach Boulevard,Virginia Beach,VA,23451,(757) 385-0150,https://libraries.virginiabeach.gov/visit/location-hours,-75.98356604,36.84425642,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51810,Virginia Beach City
148,5.18E+13,North Suffolk Library,2000 Bennett's Creek Park Road,Suffolk,VA,23435,757-514-7150,https://www.suffolkpubliclibrary.com/Directory.aspx?did=7,-76.47107665,36.85193016,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51800,Suffolk City
149,5.18E+13,Chuckatuck Library,5881 Godwin Boulevard,Suffolk,VA,23432,757-514-7310,https://www.suffolkpubliclibrary.com/Directory.aspx?did=5,-76.58291805,36.8585406,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51800,Suffolk City
150,5.181E+13,Bayside Area Library,936 Independence Boulevard,Virginia Beach,VA,23455,(757) 385-0150,https://libraries.virginiabeach.gov/visit/location-hours,-76.1327661,36.86977966,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51810,Virginia Beach City
151,5.18E+13,Morgan Memorial Library,443 West Washington Street,Suffolk,VA,23434,757-514-7323,https://www.suffolkpubliclibrary.com/Directory.aspx?did=6,-76.58914624,36.72946137,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51800,Suffolk City
152,5.181E+13,Princess Anne Area Library,1444 Nimmo Parkway,Virginia Beach,VA,23456,(757) 385-0150,https://libraries.virginiabeach.gov/visit/location-hours,-76.02192174,36.76436921,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51810,Virginia Beach City
153,5.181E+13,Great Neck Area Library,1251 Bayne Drive,Virginia Beach,VA,23454,(757) 385-0150,https://libraries.virginiabeach.gov/visit/location-hours,-76.03573663,36.86571026,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51810,Virginia Beach City
154,5.181E+13,Kempsville Area Library,832 Kempsville Road,Virginia Beach,VA,23464,(757) 385-0150,https://libraries.virginiabeach.gov/visit/location-hours,-76.16347177,36.8153191,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51810,Virginia Beach City
155,5.181E+13,Wahab Public Law Library,2425 Nimmo Parkway,Virginia Beach,VA,23456,(757) 385-4419,https://libraries.virginiabeach.gov/visit/location-hours,-76.06038441,36.75419889,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51810,Virginia Beach City
156,5.1093E+13,Windsor Public Library,18 Duke Street,Windsor,VA,23487,757-242-3046,https://www.blackwaterlib.org/windsor/,-76.74319766,36.80988702,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51093,Isle of Wight County
157,5.171E+13,Jordan-Newby Anchor Branch Library,1425 Norchester Ave,Norfolk,VA,23504,(757) 664-7323,https://www.norfolkpubliclibrary.org/about-npl/hours-locations/jordan-newby-anchor-branch-at-broad-creek/,-76.25579374,36.85721498,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51710,Norfolk City
158,5.171E+13,Blyden Branch Library,879 East Princess Anne Road,Norfolk,VA,23504,757-441-2852,https://www.norfolkpubliclibrary.org/about-npl/hours-locations/blyden-branch/,-76.27592176,36.85709103,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51710,Norfolk City
159,5.171E+13,Park Place Branch Library,620 West 29th Street,Norfolk,VA,23508,757-664-7330,https://www.norfolkpubliclibrary.org/about-npl/hours-locations/park-place-branch,-76.29153612,36.87613062,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51710,Norfolk City
160,5.171E+13,Larchmont Branch Library,6525 Hampton Boulevard,Norfolk,VA,23508,757-441-5335,https://www.norfolkpubliclibrary.org/about-npl/hours-locations/larchmont-branch,-76.30419423,36.90122113,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51710,Norfolk City
161,5.171E+13,Barron F. Black Branch Library,6700 East Tanners Creek Drive,Norfolk,VA,23513,757-441-5806,https://www.norfolkpubliclibrary.org/about-npl/hours-locations/barron-f-black-branch,-76.22950032,36.90162832,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51710,Norfolk City
162,5.171E+13,Lafayette Branch Library,1610 Cromwell Drive,Norfolk,VA,23509,757-441-2842,https://www.norfolkpubliclibrary.org/about-npl/hours-locations/lafayette-branch,-76.2644479,36.88757368,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51710,Norfolk City
163,5.171E+13,Little Creek Branch Library,7853 Tarpon Place,Norfolk,VA,23518,757-441-1751,https://www.norfolkpubliclibrary.org/about-npl/hours-locations/little-creek-branch,-76.20992699,36.9154259,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51710,Norfolk City
164,5.171E+13,Van Wyck Branch Library,1368 DeBree Avenue,Norfolk,VA,23517,757-441-2844,https://www.norfolkpubliclibrary.org/about-npl/hours-locations/van-wyck-branch,-76.29145329,36.86471269,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51710,Norfolk City
165,5.17E+13,Newport News Main Street Library,110 Main Street,Newport News,VA,23601,757-591-4858,https://library.nnva.gov/259/Main-Street-Library,-76.45942188,37.0332697,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51700,Newport News City
166,5.17E+13,Pearl Bailey Library,2510 Wickham Avenue,Newport News,VA,23607,757-247-8677,https://library.nnva.gov/260/Pearl-Bailey-Library,-76.4127217,36.98528144,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51700,Newport News City
167,5.1735E+13,Poquoson Public Library,500 City Hall Avenue,Poquoson,VA,23662,757-868-3060,https://ppll.ent.sirsi.net/client/en_US/default/,-76.39669778,37.12186796,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51735,Poquoson City
168,5.17E+13,Virgil I. Grissom Library,366 DeShazor Drive,Newport News,VA,23608,757-369-3190,https://library.nnva.gov/258/Virgil-I-Grissom-Library,-76.54450858,37.12919966,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51700,Newport News City
169,5.165E+13,Phoebus Branch Library,1 South Mallory Street,Hampton,VA,23663,(757) 727-1149 ,https://hampton.gov/Facilities/Facility/Details/10,-76.32136367,37.01895122,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51650,Hampton City
170,5.17E+13,Newport News Public Law Library,2501 Washington Avenue,Newport News,VA,23607,(757) 926-8678,https://library.nnva.gov/261/Public-Law-Library,-76.43080299,36.97791255,AP,2023/10/23 00:00:00+00,Public Library Points,Public Library,LVA,51700,Newport News City
